Initial_check,Initials_data_extraction,TMF_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,Censored_data_strategy,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMF_927,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.4853,0.1586,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_928,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_929,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.34264,0.13189,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_930,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.2668,0.1078,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_931,FW_113,S_059,6:2 Cl-PFESA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.29634,0.09858,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_932,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.3383,0.3445,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_933,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,-0.1355,0.2975,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_934,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_935,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_936,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.6803,0.2333,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_937,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_938,FW_113,S_059,8:2 Cl-PFESA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_939,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.5235,0.271,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_940,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_941,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_942,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_943,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_944,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_945,FW_113,S_059,10:2 Cl-PFESA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_946,FW_113,S_059,10:3 FTCA,specific tissues,Blood,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,0.5273,0.3998,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_947,FW_113,S_059,10:3 FTCA,specific tissues,Gill,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_948,FW_113,S_059,10:3 FTCA,specific tissues,Heart,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_949,FW_113,S_059,10:3 FTCA,specific tissues,Kidney,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_950,FW_113,S_059,10:3 FTCA,specific tissues,Liver,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_951,FW_113,S_059,10:3 FTCA,specific tissues,Muscle,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_952,FW_113,S_059,10:3 FTCA,specific tissues,Pancreas,no,na,Linear regression,[PFCs] against delta 15N,dry weight concentrations (dw),na,not provided,not provided,,e^slope,na,na,na,na,na,na,na,na,na,na,,,,na,na,na,na,na,Raw data extracted from Figure 4c using WebPlot Digitizer.
,LR,TMF_953,FW_114,S_060,PFHxS,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,0.5243,0.3206,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_954,FW_114,S_060,PFOS,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,0.5256,0.8815,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_955,FW_114,S_060,PFPeA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,0.2644,0.1803,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_956,FW_114,S_060,PFHxA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,0.4971,0.4576,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_957,FW_114,S_060,PFHpA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,0.3866,0.2493,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_958,FW_114,S_060,PFOA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,-0.04298,0.38847,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_959,FW_114,S_060,PFNA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,-0.2353,0.0757,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_960,FW_114,S_060,PFDA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,-0.04466,0.15755,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_961,FW_114,S_060,PFUnDA,specific tissues,Whole fish were analyzed after removal of the stomach and gastrointestinal tract. The soft tissues of snails were analyzed as pooled samples.,no,na,Linear regression,na,wet weight concentrations (ww),na,not provided,not provided,,10^slope,na,na,na,na,na,na,na,na,-0.23956,0.4203,13,,,na,na,na,na,na,Raw data extracted from Table 1.
,LR,TMF_962,FW_115,S_061,PFNA,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,5.31,1.67,16.85,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_963,FW_115,S_061,PFOS,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,20.7,8.14,52.61,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_964,FW_116,S_061,PFNA,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,3.46,1.44,8.28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_965,FW_116,S_061,PFOS,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,7.85,3.5,17.59,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_966,FW_117,S_061,PFNA,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,3.6,1.81,7.13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_967,FW_117,S_061,PFOS,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,6.23,3.06,12.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_968,FW_118,S_061,PFNA,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,5.21,2.67,10.16,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_969,FW_118,S_061,PFOS,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,3.67,1.27,10.62,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
,LR,TMF_970,FW_119,S_061,PFNA,specific tissues,"""we homogenized eggs by whisking the yolk and albumen together and for the songbirds, we plucked them of feathers and clipped off large keratinized or boney tissues (e.g. beaks, wings, legs, and feet) as Cooper's hawks typically pluck their prey then eat the head, viscera, and muscle tissues in sequence"". Text from reference: Fremlin, K. M.; Elliott, J. E.; Green, D. J.; Drouillard, K. G.;Harner, T.; Eng, A.; Gobas, F. A. P. C. Trophic magnification oflegacy persistent organic pollutants in an urban terrestrial food web.Sci. Total Environ. 2020, 714, No. 136746",no,na,Linear regression,na,wet weight concentrations (ww),na,censored regression functions,censored regression functions,,e^slope,2.97,1.55,5.71,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Data extracted from Table S12.
